"FedEx Envelope","Enveloppe FedEx",""
"FedEx Pak","Pack FedEx",""
"FedEx Tube","Tube FedEx",""
"Fee Amount","Montant des Frais",""
"Fee Debit or Credit","Frais de débit ou de crédit",""
"Fee Reversal","Frais d'inversion",""
"Fee: Foreign ACH Withdrawal","Frais : Retrait ACH étrangères",""
"Fee: Mass Pay Request","Frais : demande de paiement de masse",""
"Fee: Web Site Payments Pro Account Monthly","Frais : Paiements du site Web de compte mensuel Pro",""
"Fee: WorldLink Check Withdrawal","Frais : retrait par chèque WorldLink",""
"Feed","Flux",""
"Female","Femme",""
"Fetch","Rapporter",""
"Fetch Updates","Mises à jour chercher",""
"Field 2","Champ 2",""
"Field 3","Champ 3",""
"Field 3.1","Champ 3.1",""
"Field 3.1.1","Champ 3.1.1",""
"Field 4","Champ 4",""
"Field separator","Séparateur de champs",""
"File","Fichier",""
"File %1 does not exist","Le fichier %1 n'existe pas.",""
"File %1 is not readable","Le fichier %1 n'est pas lisible",""
"File '%1' is not an image.","Le fichier '%1' n'est pas une image.",""
"File '%1' was not found or has read restriction.","Le fichier '%1' n'as pas été trouvé ou n'est pas lisible.",""
"File System","Système de fichiers",""
"File directory '%1' is not readable.","Le répertoire '%1' n'est pas autorisé en lecture.",""
"File directory '%1' is not writable.","Le répertoire '%1' n'est pas autorisé en écriture.",""
"File handler unreachable","Gestionnaire de fichiers inaccessible",""
"File is valid! To start import process press ""Import"" button","Le fichier est valide. Cliquez sur le bouton ""Importer"" pour démarrer le processus d'import.",""
"File not found: ""%1"".","Fichier non trouvé : ""%1"".",""
"File size in bytes.","Poids du fichier en octets.",""
"File system","Système de fichiers",""
"File to Import","Fichier à importer",""
"File with an extension ""%value%"" is protected and cannot be uploaded","Le fichier avec l'extension ""%value%"" est protégé et ne peut pas être uploadé",""
"Filename","Nom de fichier",""
"Filter","Filtre",""
"Filterable (no results)","Filtrable (pas de résultats)",""
"Filterable (with results)","Filtrable (avec résultats)",""
"Filtering by this attribute will update the product image on catalog page","Filtrer par cet attribut mettra jour l'image du produit sur la page catalogue",""
"Final Price","Prix final",""
"Find Order By","Chercher une commande par",""
"Find a string in client user-agent header and switch to specific design theme for that browser.","Analyse une chaîne dans l'en-tête ""User-Agent"" fourni par le navigateur client et sélectionne le design spécifique pour ce navigateur.",""
"Finish Date","Date de fin",""
"First Day of Week","Premier jour de la semaine",""
"First Invoice Created Date","Date de création de la première facture",""
"First Name","Prénom",""
"First Name is a required field.","Prénom est un champ obligatoire.",""
"First Overnight","Lendemain",""
"First-Class Mail International Large Envelope","First-Class Mail International Large Envelope",""
"First-Class Mail International Letter","First-Class Mail International Letter",""
"First-Class Mail International Postcard","First-Class Mail International Postcard",""
"First-Class Mail Large Envelope","First-Class Mail Large Envelope",""
"First-Class Mail Large Postcards","First-Class Mail Large Postcards",""
"First-Class Mail Letter","First-Class Mail Letter",""
"First-Class Mail Parcel","First-Class Mail Parcel",""
"First-Class Mail Postcards","First-Class Mail Postcards",""
"First-Class Package International Service","First-Class Package International Service",""
"First-Class Package Service","First-Class Package Service",""
"First-Class Package Service Hold For Pickup","First-Class Package Service Hold For Pickup",""
"Fixed","Fixé",""
"Fixed Product Tax","Taxe Fixe de Produit",""
"Fixed Product Taxes","Taxes Fixes de Produit",""
"Fixed amount discount","Remise d'une valeur fixe",""
"Fixed amount discount for whole cart","Remise d'un montant fixe pour l'ensemble du panier",""
"Flat","Plat",""
"Flat Rate","Tarif unique",""
"Flat-Rate Box","Boîte taux fixe",""
"Flat-Rate Envelope","Enveloppe taux fixe",""
"Flush Cache Storage","Purger le stockage du cache",""
"Flush Catalog Images Cache","Purger le cache des images catalogue",""
"Flush JavaScript/CSS Cache","Purger le cache JavaScript/CSS",""
"Flush Magento Cache","Purger le cache Magento",""
"Flush Static Files Cache","Vider le cache des fichiers statiques",""
"Follow this link to unsubscribe <!-- This tag is for unsubscribe link  --><a href=""{{var subscriber.getUnsubscriptionLink()}}"">{{var subscriber.getUnsubscriptionLink()}}</a>","Cliquez sur ce lien pour vous désinscrire <!-- Sert au lien de désinscription --><a href=""{{var subscriber.getUnsubscriptionLink()}}"">{{var subscriber.getUnsubscriptionLink()}}</a>",""
"Following Error(s) has been occurred during importing process:","Suite d'erreur(s) produite pendant le processus d'importation:",""
"Font","Police",""
"Fonts Assets","Ressources polices",""
"Footer","Pied de page",""
"Footer Template","Gabarit du pied de page",""
"For CMS page","Pour une page CMS",""
"For Type ""Local Server"" use relative path to Magento installation,
                                e.g. var/export, var/import, var/export/some/dir","Pour le type ""Serveur Local"" Utiliser un chemin par rapport à l'installation Magento,
                                ex. var/export, var/import, var/export/some/dir",""
"For Virtual Quotes Only","Pour les commandes virtuelles uniquement",""
"For accurate reporting, be sure to refresh lifetime statistics whenever you change the time zone.","Pour des rapports précis, assurez-vous d'actualiser les statistiques depuis le début chaque fois que vous modifiez le fuseau horaire.",""
"For better results, add attributes and attribute values to your products.","Pour de meilleurs résultats, ajouter des attributs et des valeurs d'attribut à vos produits.",""
"For category","Pour une catégorie",""
"For correct URLs generated during cron runs please make sure that Web > Secure and Unsecure Base URLs are explicitly set.","Afin que les URLs soient générées correctement lors de l'exécution du CRON (tâches planifiées), assurez-vous que les URL non sécurisée et sécurisée sont correctement renseignées.",""
"For delivery questions.","Pour des questions de livraison.",""
"For internal use","Pour usage interne",""
"For matching items only","Pour les objets concordants seulement",""
"For product","Pour un produit",""
"For shipment with matching items","Pour les expéditions avec articles concordants",""
"For shipping to multiple family members and friends","Pour expédier à votre famille ou vos amis",""
"For some reason we can't retrieve tracking info right now.","Impossible de retrouver les informations de suivi.",""
"For the best experience on our site, be sure to turn on Javascript in your browser.","Pour une meilleure expérience sur notre site, assurez-vous d'activer JavaScript dans votre navigateur.",""
"For the best experience on our site, be sure to turn on Local Storage in your browser.","Pour une meilleure expérience sur notre site, assurez-vous d'activer le stockage local dans votre navigateur.",""
"For the last time placed.","Lors de la dernière requête.",""
"Force Sign-In","Révoquer les jetons",""
"Forced","Forcé",""
"Forgot Email Template","Gabarit de l'e-mail d'oubli",""
"Forgot Password Email Template","Gabarit du mail d'oubli de mot de passe",""
"Forgot Your Password?","Mot de passe oublié ?",""
"Forgot and Reset Email Sender","Expéditeur de l'e-mail d'oubli et réinitialisation de mot de passe",""
"Forgot your account password? Click <a href=""%reset_url"">here</a> to reset it.","Mot de passe oublié ? Cliquez <a href=""%reset_url"">ici</a> pour le réinitialiser.",""
"Forgot your password?","Mot de passe oublié ?",""
"Form Element with the same attribute","Il existe déjà un élément de formulaire avec le même attribut",""
"Form Fieldset with the same code","Il existe déjà un groupe de champs de formulaire avec le même code",""
"Form Type with the same code","Il existe déjà un type de formulaire avec le même code",""
"Format for IDE '%1' is not supported","Le format pour l'EDI '%1' n'est pas pris en charge",""
"Forms","Formulaires",""
"Fraud Detection","Détection de fraude",""
"Fraud Filters","Filtres de fraude",""
"Free Method","Mode gratuit",""
"Free Shipping","Livraison gratuite",""
"Free Shipping Amount Threshold","Montant minimum pour la livraison gratuite",""
"Freight","Fret",""
"Freight worldwide","Frêt monde",""
"Frequency","Fréquence",""
"From","De",""
"From Name","De la part de",""
"From:","De :",""
"Front-end development workflow","Automatisation de processus coté front office",""
"Frontend Experience Settings","Paramètres d'expérience en frontend",""
"Full Page Cache","Cache des pages",""
"Full page caching.","Cache des pages.",""
"Funding","Financement",""
"Gallery","Galerie",""
"Gateway URL","URL de passerelle",""
"Gateway XML URL","URL XML de passerelle",""
"Gateway error: %1","Erreur de la passerelle : %1",""
"Gender","Humain",""
"General","Général",""
"General (Authorization)","Général (Autorisation)",""
"General (Dividend)","Général (dividendes)",""
"General (Funds Transfer from PayPal Account to Another)","Général (transfert de fonds de compte PayPal à un autre)",""
"General (Purchase with a credit card)","Généraux (achat avec une carte de crédit)",""
"General Adjustment without businessrelated event","Ajustement général sans événement lié au marché",""
"General Contact","Contact général",""
"General Contact Email","E-mail du contact général",""
"General Contact Name","Nom du contact général",""
"General Currency Conversion","Conversion de devises général",""
"General Funding of PayPal Account","Financement général de compte PayPal",""
"General Information","Informations générales",""
"General Options","Options générales",""
"General Redemption","Remboursement général",""
"General Settings","Paramètres généraux",""
"General Subscription","Je m'abonne",""
"General Withdrawal from PayPal Account","Retrait général de compte PayPal",""
"General. Product no longer supported","Généralités. Ce produit n'est plus pris en charge",""
"General: Use of PayPal account for purchasing as well as receiving payments","Compte général : utilisation de PayPal pour l'achat ainsi que la réception des paiements",""
"General: Withdrawal from PayPal Account","Général : Retrait de compte PayPal",""
"General: Withdrawal to Non-Bank Entity","Général : Retrait à l'entité non-bancaire",""
"General: adjustment of a type not belonging to the other T12xx categories","Général : ajustement d'un type n'appartenant pas aux autres catégories de T12xx",""
"General: bonus of a type not belonging to the other T08xx categories","Général : bonification d'un type n'appartenant pas aux autres catégories de T08xx",""
"General: event not yet categorized","Général : événement pas encore classé par catégorie",""
"General: non-payment fee of a type not belonging to the other T01xx categories","Général : Taxe de non-paiement d'un type qui n'appartiennent pas aux autres catégories T01xx",""
"General: received payment of a type not belonging to the other T00xx categories","Général : paiement reçu d'un type n'appartenant pas aux autres catégories de T00xx",""
"General: reversal of a type not belonging to the other T11xx categories","Général : inversion d'un type n'appartenant pas aux autres catégories de T11xx",""
"General: temporary hold of a type not belonging to the other T15xx categories","Général : suspension temporaire d'un type qui n'appartiennent pas aux autres catégories T15xx",""
"Generate","Générer",""
"Generate Human-Friendly Customer ID","Générer un ID client étant plus facile à lire",""
"Generate Products","Générer les produits",""
"Generate Schedules Every","Générer les tâches programmées toutes les",""
"Generated under Insights in Manage data -> API Keys -> Insert Keys","Générée dans Insights sous ""Manage data"" > ""API Keys"" > Insert Keys",""
"Generation Settings","Paramètres généraux",""
"Generic Pages","Pages génériques",""
"Get Credentials from PayPal","Obtenez les informations d'accès de PayPal",""
"Get Feed","Récupérer le flux",""
"Get Payment Update","Obtenir la mise à jour de paiement",""
"Get Publisher ID from PayPal","Obtenez l'ID Editeur de PayPal",""
"Get Video Information","Obtenir des informations de la vidéo",""
"Get shipping methods and rates","Récupérer les modes de livraison et les taux",""
"Gift","Cadeau",""
"Gift Certificate Payment: purchase of Gift Certificate","Paiement par chèque cadeau : achat de chèques cadeaux",""
"Gift Certificate Redemption","Rachat de Chèque Cadeau",""
"Gift Message","Message du cadeau",""
"Gift Message for This Order","Message cadeau pour cette commande",""
"Gift Message for the Entire Order","Message cadeau pour toute la commande",""
"Gift Message for this Order","Message cadeau pour cette commande",""
"Gift Message is not available","Messages cadeau indisponibles",""
"Gift Messages is not applicable for empty cart","Les messages cadeau ne sont pas utilisables lorsque le panier est vide",""
"Gift Messages is not applicable for empty order","Les messages cadeau ne sont pas utilisables pour une commande vide",""
"Gift Messages is not applicable for virtual products","Les messages cadeaux ne sont pas utilisables pour les produits virtuels",""
"Gift Options","Options cadeau",""
"Gift Options for","Options cadeau pour",""
"Gift Options for Individual Items","Options cadeau pour les articles individuels",""
"Gift Options for the Entire Order","Options cadeau pour toute la commande",""
"Girth","Circonférence",""
"Global","GLOBAL",""
"Global Express Guaranteed (GXG)","Global Express Guaranteed (GXG)",""
"Global Express Guaranteed Document","Global Express Guaranteed Document",""
"Global Express Guaranteed Non-Document Non-Rectangular","Global Express Guaranteed Non-Document Non-Rectangular",""
"Global Express Guaranteed Non-Document Rectangular","Global Express Guaranteed Non-Document Rectangular",""
"Globally Editable","Éditable globalement",""
"Globalmail business","Globalmail business",""
"Go Today","Aller à aujourd'hui",""
"Go back","Retour",""
"Go back to product details","Retour aux détails du produit",""
"Go to <a href=""%1"">My Downloadable Products</a>","Aller à <a href=""%1"">Mes produits téléchargeables</a>",""
"Go to Details Page","Aller à la page des détails",""
"Go to Home Page","Aller à la page d'accueil",""
"Go to Review Your Order","Retour au récapitulatif de votre commande",""
"Go to Shipping Information","Allez aux informations de livraison",""
"Go to Wish List","Allez à la liste d'envies",""
"Google API","API Google",""
"Google AdWords","Google AdWords",""
"Google Analytics","Google Analytics",""
"Google Analytics Content Experiments Code","Code Google Analytics du test de page de contenu",""
"Grand Total","Montant global",""
"Grand Total (Base)","Total (Devis de base)",""
"Grand Total (Excl. Tax)","Total (HT)",""
"Grand Total (Excl.Tax)","Total (HT)",""
"Grand Total (Incl. Tax)","Total (TTC)",""
"Grand Total (Incl.Tax)","Total (TTC)",""
"Grand Total (Purchased)","Total (Devise de la commande)",""
"Grand Total Excl. Tax","Total HT",""
"Grand Total Incl. Tax","Total TTC",""
"Grand Total to be Charged","Total à facturer",""
"Grand Total:","Montant global :",""
"Grid","Grille",""
"Grid (default) / List","Grille (par défaut) / Liste",""
"Grid Only","Grille uniquement",""
"Gross Amount","Montant brut",""
"Ground","Sol",""
"Ground Commercial","Ground Commercial",""
"Ground Residential","Ground Residential",""
"Group","Groupe",""
"Group Information","Informations du groupe",""
"Group Label","Libellé du groupe",""
"Group Name","Nom du groupe",""
"Group for Invalid VAT ID","Groupe pour un numéro de TVA invalide",""
"Group for Valid VAT ID - Domestic","Groupe pour un numéro de TVA invalide - Domestique",""
"Group for Valid VAT ID - Intra-Union","Groupe pour un numéro de TVA invalide - Intra-Union",""
"Group price must be a number greater than 0.","Prix de groupe doit être un nombre supérieur à 0.",""
"Group was removed","Groupe supprimé",""
"Group with id ""%1"" does not exist.","Groupe avec id ""%1"" n'existe pas.",""
"Grouped Product Image","Image de produit groupé",""
"Grouped Products","Produits groupés",""
"Grouped product items","Articles du produit groupé",""
"Groups","Groupes",""
"Guest","Invité",""
"Guest checkout is disabled.","La passage de commande Invité est désactivé.",""
"Guest checkout will only work with shareable.","Le passage de commande en tant qu'invité ne fonctionnera qu'avec les partageables.",""
"HTML","HTML",""
"HTML Head","En-tête HTML",""
"HTML tags are not allowed.","Les balises HTML ne sont pas autorisées.",""
"HTTP (unsecure)","HTTP (non sécurisé)",""
"HTTPS (SSL)","HTTPS (SSL)",""
"Handling Applied","Frais de dossier appliqués",""
"Handling Fee","Frais de traitement",""
"Header","En-tête",""
"Header (center)","Header (centre)",""
"Header Background Color","Couleur d'arrière plan de l'entête",""
"Header Border Color","Couleur de la bordure de l'entête",""
"Header Image URL","URL de l'image d'entête",""
"Header Template","Gabarit de l'en-tête",""
"Height","Hauteur",""
"Height, width and length should be equal or greater than %1","Hauteur, largeur et longueur devrait être supérieurs ou égaux à %1",""
"Help","Aide",""
"Help Us Keep Magento Healthy","Aidez-nous à améliorer Magento",""
"Hidden","Caché",""
"Hidden Virtual PayPal Debit Card Transaction","Transaction virtuelle cachée de carte de débit de PayPal",""
"Hide Customer IP","Masquer l'adresse IP du client",""
"Hide from Product Page","Cacher dans la page du produit",""
"History","Historique",""
"History Cleanup Every","Nettoyer l'historique toutes les",""
"Hits","Vues",""
"Hold","Bloquer",""
"Hold for Dispute Investigation","Bloquer pendant l'enquête de litige",""
"Home","Accueil",""
"Home Delivery","Livraison à domicile",""
"Home Page","Page d'accueil",""
"Host","Serveur",""
"Hour","Heure",""
"Hourly","Toutes les heures",""
"Hours of Operation:<br /><span class=""no-link"">%store_hours</span>.","Service client :<br /><span class=""no-link"">%store_hours</span>.",""
"How many links to display at once.","Nombre de liens à afficher à la fois.",""
"Hub ID","Identifiant de hub",""
"I'm sorry - but we are not able to complete your transaction. Please contact us so we can assist you.","Je suis désolé - mais nous ne sommes pas en mesure de compléter votre transaction. Veuillez nous contacter afin que nous puissions vous aider.",""
"I'm sorry - but we were not able to process your payment. Please try another payment method or contact us so we can assist you.","Je suis désolé - mais nous étions pas en mesure de traiter votre paiement. Veuillez essayer une autre méthode de paiement ou contactez-nous afin que nous puissions vous aider.",""
"ID","ID",""
"ID required","ID obligatoire",""
"ID: %1","ID : %1",""
"IP Address","Adresse IP",""
"IPN ""%1""","IPN ""%1""",""
"IPN ""%1"". %2 Transaction amount %3. Transaction ID: ""%4""","IPN ""%1"". %2 Montant de Transaction %3. Transaction ID: ""%4""",""
"IPN ""%1"". A dispute has been resolved and closed. %2 Transaction amount %3.","IPN ""%1"". Un différend a été résolu et cloturé. %2 Montant de la transaction %3.",""
"IPN ""%1"". Case type ""%2"". Case ID ""%3"" %4","IPN ""%1"". Type Affaire ""%2"". Affaire ID ""%3"" %4",""
"IPN ""Refunded"". Refund issued by merchant. Registered notification about refunded amount of %1. Transaction ID: ""%2"". Credit Memo has not been created. Please create offline Credit Memo.","IPN ""Remboursement"". Rembourssement émis par le marchand. Notification enregistrée concerant le montant remboursé de %1. ID de transaction : ""%2"". L'avoir n'a pas été créé. Veuillez créé un avoir hors ligne.",""
"IPN (Instant Payment Notification) Only","Notification instantanée de paiement (IPN) seulement",""
"IPs access list separated with ',' that can purge Varnish configuration for config file generation.
                            If field is empty default value localhost will be saved.","Liste des adresses IPs, séparées par ',', qui sont autorisées à purger le cache Varnish. Cette liste est utilisée pour la génération du fichier de configuration. Si ce champ est vide la valeur par défaut ""localhost"" sera utilisée.",""
"Id field of product link is required","Le champ ID pour lier le produit est obligatoire",""
"Id required","ID obligatoire",""
"Identifier","Identifiant",""
"Identifying Fields required","Les champs identifiés sont obligatoires",""
"Identity link URL","Identité lien URL",""
"If %1 %2 %3 for a subselection of items in cart matching %4 of these conditions:","Si %1 %2 %3 pour une sous-sélection d'articles dans le panier répondant à %4 ces conditions :",""
"If %1 of these conditions are %2:","Si %1 ces conditions sont %2 :",""
"If 0 is specified, CAPTCHA on the Login form will be always available.","Si 0 est choisi, le CAPTCHA sera toujours disponible dans le formulaire de connexion.",""
"If an item is %1 in the cart with %2 of these conditions true:","Si un article est %1 panier et qu'il répond à %2 ces conditions :",""
"If empty no separation.","Si vide, aucune séparation.",""
"If empty, UTF-8 will be used.","Si vide, UTF-8 sera utilisé.",""
"If empty, the Page Title will be used","Si vide, le titre de page sera utilisé",""
"If empty, we'll use the category name here.","Si vide, nous allons utiliser le nom de la catégorie.",""
"If empty, we'll use the product name here.","Si vide, nous allons utiliser le nom du produit ici.",""
"If not specified, Default Country from General Config will be used","S'il n'est pas spécifié, le pays par défaut dans la configuration général sera utilisé",""
"If the current frame position does not cover utmost pages, will render link to current position plus/minus this value.","Si la trame de pagination ne couvre pas les pages aux extrémités, Magento affichera les liens vers la page en cours plus ou moins la valeur ci-dessus.",""
"If the invoice was created offline, try creating an offline credit memo.","Si la facture a été créée hors ligne, essayez de créer un avoir hors ligne.",""
"If there are no custom parent categories, please use the default parent category. You can reassign the category at any time in <a href=""%1"" target=""_blank"">Products > Categories</a>.","Si il n'y a pas de sous-catégorie personnalisé, veuillez utiliser la catégorie racine par défaut. Vous pouvez réaffecter la catégorie à tout moment dans <a href=""%1"" target=""_blank""> Produits > Catégories </a>.",""
"If there is an account associated with %1 you will receive an email with a link to reset your password.","S'il y a un compte associé à l'adresse %1, vous recevrez un e-mail avec un lien pour réinitialiser votre mot de passe.",""
"If this option is enabled, customer can change shipping address and shipping method on PayPal website. In live mode works via HTTPS protocol only.","Si cette option est activée, le client peut changer l'adresse de livraison et d'expédition méthode sur le site de PayPal. Travail en mode direct via le protocole HTTPS uniquement.",""
"If you are a registered VAT customer, please <a href=""%1"">click here</a> to enter your billing address for proper VAT calculation.","Si vous êtes un client assujetti à la TVA, veuillez <a href=""%1""> Cliquez ici </a> et entrer votre adresse de facturation pour un calcul de TVA correcte.",""
"If you are a registered VAT customer, please <a href=""%1"">click here</a> to enter your shipping address for proper VAT calculation.","Si vous êtes un client assujetti à la TVA, veuillez <a href=""%1""> Cliquez ici </a> et entrer votre adresse de livraison pour un calcul de TVA correcte.",""
"If you are a registered VAT customer, please click <a href=""%1"">here</a> to enter your billing address for proper VAT calculation.","Si vous êtes un client assujetti à la TVA, veuillez <a href=""%1"">cliquez ici</a> entrer votre adresse de facturation pour un calcul de TVA correcte.",""
"If you are a registered VAT customer, please click <a href=""%1"">here</a> to enter your shipping address for proper VAT calculation.","Si vous êtes un client assujetti à la TVA, veuillez <a href=""%1"">cliquez ici</a> entrer votre adresse de livraison pour un calcul de TVA correcte.",""
"If you believe this is an error, please contact us at %1","Si vous pensez que c'est une erreur, contactez-nous à %1",""
"If you continue to receive this message, please contact the store owner.","Si ce message persiste, veuillez nous contacter.",""
"If you did not make this request, you can ignore this email and your password will remain the same.","Si vous n'avez pas effectué cette demande, vous pouvez ignorer cet e-mail : votre mot de passe restera le même.",""
"If you did not request this change, please contact us.","Si vous n'avez pas effectué cette demande, veuillez nous contacter.",""
"If you do not have multiple users set up on your account, please re-enter your Vendor/Merchant Login here.","Si vous ne disposez pas de plusieurs utilisateurs mis en place sur votre compte, veuillez entrer de nouveau votre vendeur/ Marchant  de Connexion ici.",""
"If you have an account, sign in with your email address.","Si vous avez un compte, connectez-vous avec votre adresse e-mail.",""
"If you have questions about your order, you can email us at <a href=""mailto:%store_email"">%store_email</a>","Si vous avez des questions concernant votre commande, vous pouvez nous envoyer un e-mail à <a href=""mailto:%store_e-mail"">%store_e-mail</a>",""
"If you have questions about your order, you can email us at <a href=""mailto:%store_email"">%store_email</a>.","Si vous avez des questions concernant votre commande, vous pouvez nous envoyer un e-mail à l'adresse <a href=""mailto:%store_e-mail"">%store_e-mail</a>",""
"If you requested this change, reset your password here:","Si vous avez bien effectué cette demande, reinitialisez votre mot de passe ici :",""
"If you requested this change, set a new password here:","Si vous avez demandé ce changement, définir un nouveau mot de passe ici:",""
"If you select and save the rule you will be able to generate multiple coupon codes.","Si vous sélectionnez et enregistrez la règle, vous pourrez générer des codes de bons de réductions.",""
"If your Magento site has multiple views, you can set the scope to apply to a specific view.","Si votre site Magento a plusieurs magasins, vous pouvez définir la portée à appliquer pour une vue spécifique.",""
"Image","Image",""
"Image Adapter","Générateur d'image",""
"Image Detail","Détail Image",""
"Image Processing Settings","Paramètres de traitement d'image",""
"Images","Images",""
"Images (%1)","Images (%1)",""
"Images (.gif, .jpg, .png)","Images (.gif, .jpg, .png)",""
"Images Assets","Ressources images",""
"Images Cache","Cache d'images",""
"Images File Directory","Répertoire de fichier images",""
"Images and Videos","Images et vidéos",""
"Import","Importer",""
"Import Behavior","Comportement d'import",""
"Import History","Import Historique",""
"Import Options","Options d'import",""
"Import Service","Service d'importation",""
"Import Settings","Paramètres d'import",""
"Import Tax Rates","Import de taux de taxes",""
"Import and Export Tax Rates","Importer et exporter des taux de TVA",""
"Import data validation is complete.","La validation des données pour l'importation est terminée.",""
"Import history","Import historique",""
"Import successfully done","Importation terminée avec succès",""
"Import/Export","Importer/Exporter",""
"ImportExport: Import Data validation - Validation strategy not found","ImportExport: Validation des données d'import - stratégie de validation introuvable",""
"Important:","Important :",""
"Imported File","Fichier importé",""
"In Cart","Dans le panier",""
"In Stock","En stock",""
"In stock","En stock",""
"In stock alert! We wanted you to know that these products are now available:","Produits en stock ! Nous vous informons que les produits suivants sont à nouveau en stock :",""
"Inactive","Inactif",""
"Inc. Tax","TTC",""
"Incentive","Incitation",""
"Inches","Pouces",""
"Incl. Tax","TTC",""
"Include FPT In Subtotal","Inclure TFP dans le sous-total",""
"Include Tax In Order Total","Inclure les taxes dans le total de la commande",""
"Include Tax to Amount","Inclure les taxes au montant",""
"Include Virtual Products in Price Calculation","Inclure les produits virtuels dans le calcul de prix",""
"Including FPT and FPT description","TFP incluses et description des TFP",""
"Including FPT only","TFP incluses uniquement",""
"Including Tax","TTC",""
"Including and Excluding Tax","HT et TTC",""
"Incoming Message","Message entrant",""
"Incomplete payment information.","Informations de paiement incomplet.",""
"Incorrect CAPTCHA","CAPTCHA incorrect",""
"Incorrect CAPTCHA.","CAPTCHA incorrect.",""
"Incorrect payment method.","Méthode de paiement incorrecte.",""
"Incorrect timestamp value in the oauth_timestamp parameter","Valeur d'horodatage incorrect dans le paramètre oauth_timestamp",""
"Indeterminate","Indéterminé",""
"Index Management","Gestion des indexes",""
"Index product EAV","Indexation Produit EAV",""
"Index product prices","Index des prix de produit",""
"Index stock","Indexe du stock",""
"Index type is not valid","Type d'indexe invalide",""
"Indexed category/products association","Index des associations catégorie/produits",""
"Indexed product/categories association","Indexation d'association produit/catégories",""
"Indexed product/rule association","Indexe des associations produits/règle catalogue",""
"Indexed rule/product association","Indexe des associations règles catalogue/produit",""
"Indexer","Indexe",""
"Indexer Management","Gestion des indexes",""
"Indirect","Indirecte",""
"Info:","Info :",""
"Information","Informations",""
"Initialization error component, check the spelling of the name or the correctness of the call.","Initialization error component, check the spelling of the name or the correctness of the call.",""
"Input Type","Type de saisie",""
"Input Validation for Store Owner","Validation requise",""
"Input type ""%value%"" not found in the input types list.","Le type d'entrée ""%value%"" n'a pas été trouvé dans la liste des types d'entrée.",""
"InputException","InputException",""
"Insert File","Insérer le fichier",""
"Insert Variable...","Insérer une variable...",""
"Insert Widget","Insérer un widget",""
"Insert Widget...","Insérer un widget...",""
"Insights API Key","Clé d'API de Insights",""
"Insights API URL","URL de l'API Insights",""
"Installed Currencies","Devises installées",""
"Instructions","Instructions",""
"Integer","Entier",""
"Integer Number","Nombre entier",""
"Integration '%1' has been sent for activation.","Intégration '%1' a été envoyé pour l'activation.",""
"Integration '%1' has been sent for re-authorization.","Intégration '%1' a été envoyé pour la réautorisation.",""
"Integration Details","Détails intégration",""
"Integration ID is not specified or is invalid.","ID d'intégration n'est pas spécifié ou est invalide.",""
"Integration Info","Infos intégration",""
"Integration Tokens for Extensions","Authentification d'intégration pour les extensions",""
"Integration configuration file.","Fichier de configuration de l'intégration.",""
"Integration with ID '%1' does not exist.","Intégration avec l'ID '%1' n'existe pas.",""
"Integration with ID \'%1\' doesn\'t exist.","Intégration avec l\'ID \'%1\' n\'existe pas.",""
"Integration with name '%1' exists.","Intégration avec le nom '%1' existe.",""
"Integrations","Intégrations",""
"Integrations API Configuration","Configuration intégrations API",""
"Integrations API configuration file.","Intégrations API du fichier de configuration.",""
"Integrations Configuration","Configuration Intégrations",""
"Interface Locale","Langue de l'interface",""
"Internal error. Check exception log for details.","Erreur interne. Vérifiez le journal d'exception pour plus de détails.",""
"International AVS Indicator Does Not Match","Indicateur internationale AVS ne correspond pas",""
"International AVS response","AVS réponse internationale",""
"International Economy","International éco",""
"International First","Premier international",""
"International Ground","Sol international",""
"International Priority","Priorité internationale",""
"Interval","Intervalle",""
"Interval Division Limit","Limite de division d'intervalle",""
"Intl Economy Freight","Frêt éco international",""
"Intl Priority Freight","Frêt prioritaire international",""
"Invalid %1. %2","Invalide %1. %2",""
"Invalid Callback URL","URL de rappel invalide",""
"Invalid Credit Card Number","Numéro de carte bancaire invalide",""
"Invalid Customer ID provided","ID de client fourni invalide",""
"Invalid EAV attribute","Attribut EAV invalide",""
"Invalid Form Key. Please refresh the page.","Clé de formulaire invalide. Veuillez actualiser la page.",""
"Invalid Rejected Callback URL","URL de rappel rejeté invalide",""
"Invalid Sender Email","Nom d'expéditeur invalide.",""
"Invalid Sender Information","Les informations de l'expéditeur sont invalides",""
"Invalid XML","XML invalide.",""
"Invalid XML in file %1:
%2","Invalide XML dans le fichier %1:
%2",""
"Invalid XML: Detected use of illegal DOCTYPE","XML invalide : Détection d'une utilisation illégale de DOCTYPE",""
"Invalid address id %1","L'identifiant de l'adresse %1 est invalide",""
"Invalid alias, already exists in joint attributes","Alias invalide, déjà utilisé dans les attributs de jointure",""
"Invalid amount for capture.","Montant de collecte invalide.",""
"Invalid amount for refund.","Montant invalide pour le remboursement.",""
"Invalid attribute %1","Attribut invalide : %1",""
"Invalid attribute identifier for filter (%1)","Identificateur d'attribut invalide pour le filtre (%1)",""
"Invalid attribute name: %1","Nom d'attribut invalide : %1",""
"Invalid attribute requested: %1","Attribut demandé invalide : %1",""
"Invalid attribute type","Type d'attribut invalide",""
"Invalid backend model specified: %1","Backend modèle specifié Invalide : %1",""
"Invalid block type","Type de bloc invalide",""
"Invalid block type: %1","Type de bloc invalide : %1",""
