en,fr,type,module
System (excluding Media),Système (sans les médias),module,Magento_Backup
You created the system backup.,Vous avez créé la sauvegarde du système.,module,Magento_Backup
You created the system backup (excluding media).,Vous avez créé la sauvegarde du système. (sans les médias),module,Magento_Backup
You created the database and media backup.,Vous avez créé la sauvegarde de la base de données et des médias.,module,Magento_Backup
You created the database backup.,Vous avez créé la sauvegarde de la base de données.,module,Magento_Backup
Please correct the order of creation for a new backup.,S'il vous plaît corriger l'ordre de la création pour une nouvelle sauvegarde.,module,Magento_Backup
The backup file does not exist.,Il n'existe pas le fichier de sauvegarde.,module,Magento_Backup
The backup file path was not specified.,Le chemin de sauvegarde du fichier n'a pas été spécifié.,module,Magento_Backup
"The backup file ""%1"" does not exist.","Le fichier de sauvegarde ""%1"" n'existe pas.",module,Magento_Backup
"Sorry, but we cannot read from or write to backup file ""%1"".","Désolé, mais nous ne pouvons pas lire ou écrire dans le fichier de sauvegarde ""%1"".",module,Magento_Backup
The backup file handler was unspecified.,Le gestionnaire de fichier de sauvegarde n'a pas été précisée.,module,Magento_Backup
"Something went wrong while writing to the backup file ""%1"".","Quelque chose a mal tourné lors de l'écriture du fichier de sauvegarde ""%1"".",module,Magento_Backup
We can't save the Cron expression.,Impossible de sauvegarder l'expression de la tâche programmée.,module,Magento_Backup
"You will lose any data created since the backup was made, including admin users, customers and orders.","Vous perdrez toutes les données créées depuis la sauvegarde qui a été effectuée, y compris les utilisateurs d'administration, les clients et les commandes.",module,Magento_Backup
Are you sure you want to continue?,Êtes vous sur de vouloir continuer?,module,Magento_Backup
This may take a few moments.,Ceci peut prendre quelques instants.,module,Magento_Backup
Be sure your store is in maintenance mode during backup.,Soyez sûr que votre magasin est en mode de maintenance lors de la sauvegarde.,module,Magento_Backup
Backup Name,Nom de la sauvegarde,module,Magento_Backup
"Please use only letters (a-z or A-Z), numbers (0-9) or spaces in this field.","Veuillez utiliser uniquement des lettres (a-z), des chiffres (0-9) ou des espaces dans ce champ.",module,Magento_Backup
Maintenance mode,Mode de maintenance,module,Magento_Backup
Please put your store into maintenance mode during backup.,S'il vous plaît mettez votre magasin en mode de maintenance lors de la sauvegarde.,module,Magento_Backup
Exclude,Exclure,module,Magento_Backup
Exclude media folder from backup,Exclure le dossier media de la sauvegarde,module,Magento_Backup
Please enter the password to confirm rollback.,S'il vous plaît entrez le mot de passe pour confirmer le retour en arrière (rollback).,module,Magento_Backup
This action cannot be undone.,Cette action ne peut pas être annulée.,module,Magento_Backup
User Password,Mot de passe utilisateur,module,Magento_Backup
Please put your store into maintenance mode during rollback processing.,S'il vous plaît mettez votre magasin en mode de maintenance au cours du traitement de retour en arrière.,module,Magento_Backup
FTP,FTP,module,Magento_Backup
Use FTP Connection,Utiliser une connexion FTP,module,Magento_Backup
FTP credentials,Informations de connexion FTP,module,Magento_Backup
FTP Host,Hôte FTP,module,Magento_Backup
FTP Login,Login FTP,module,Magento_Backup
FTP Password,Mot de passe FTP,module,Magento_Backup
Magento root directory,Répertoire racine de Magento,module,Magento_Backup
Create Backup,Créer une sauvegarde,module,Magento_Backup
Country,Pays,module,Magento_Braintree
Allowed Credit Card Types,Types de cartes bancaire autorisées,module,Magento_Braintree
Add Rule,Ajouter un règle,module,Magento_Braintree
Month,Mois,module,Magento_Braintree
Year,Année,module,Magento_Braintree
Stored Card,Carte bancaire stockée,module,Magento_Braintree
Credit Card Type,Type de carte de bancaire,module,Magento_Braintree
Credit Card Number,Numéro de carte bancaire,module,Magento_Braintree
Credit card successfully added,Carte bancaire ajouté avec succès,module,Magento_Braintree
Something went wrong while saving the card.,Quelque chose n'allait pas lors de l'enregistrement de la carte.,module,Magento_Braintree
Credit card does not exist,Carte bancaire non existante,module,Magento_Braintree
Delete Credit Card,Supprimer la carte bancaire,module,Magento_Braintree
There was error deleting the credit card,Il y a eu une erreur lors de la suppression de la carte bancaire,module,Magento_Braintree
Credit card successfully deleted,Carte bancaire supprimé avec succès,module,Magento_Braintree
Edit Credit Card,Modifier la carte bancaire,module,Magento_Braintree
My Credit Cards,Mes cartes bancaires,module,Magento_Braintree
New Credit Card,Nouvelle carte bancaire,module,Magento_Braintree
There was error during saving card data,Il y avait une erreur lors de la sauvegarde des données de(s) carte(s),module,Magento_Braintree
We can't initialize checkout.,Nous ne pouvons pas initialiser la vérification.,module,Magento_Braintree
Please agree to all the terms and conditions before placing the order.,Veuillez accepter les conditions générales de ventes avant de valider la commande.,module,Magento_Braintree
We can't place the order.,Nous ne pouvons pas passer la commande.,module,Magento_Braintree
Incorrect payment method.,Méthode de paiement incorrecte.,module,Magento_Braintree
We can't initialize checkout review.,Nous ne pouvons pas initialiser l'examen de vérification.,module,Magento_Braintree
We can't update shipping method.,Nous ne pouvons pas mettre à jour la méthode d'expédition.,module,Magento_Braintree
"The processor declined your transaction, please re-enter your payment information","Le processus a refusé votre transaction, s'il vous plaît entrer de nouveau vos informations de paiement",module,Magento_Braintree
Transaction declined by gateway: Check card details or try another card,Transaction refusée par la passerelle: Voir détails de la carte ou essayez une autre carte,module,Magento_Braintree
Transaction declined: ,Transaction refusée : ,module,Magento_Braintree
.,.,module,Magento_Braintree
The processor responded with an unknown error,Le processus a répondu avec une erreur inconnue,module,Magento_Braintree
Credit card type is not allowed for your country.,Type de carte bancaire non autorisés pour votre pays.,module,Magento_Braintree
Credit card type is not allowed for this payment method.,Type de carte bancaire non autorisée pour cette méthode de paiement.,module,Magento_Braintree
Selected payment type is not allowed for billing country.,Le type de paiement sélectionnée n'est pas autorisé pour ce pays en facturation.,module,Magento_Braintree
Incomplete payment information.,Informations de paiement incomplet.,module,Magento_Braintree
Please try again later,S'il vous plaît réessayer plus tard,module,Magento_Braintree
Can not find original authorization transaction for partial capture,Impossible de trouver la transaction autorisé initialement pour la capture partielle,module,Magento_Braintree
There was an error capturing the transaction: %1.,Erreur capture de la transaction: %1.,module,Magento_Braintree
This refund is for a partial amount but the Transaction has not settled.,"Ce remboursement est pour un montant partiel, mais la transaction n'a pas établi.",module,Magento_Braintree
Please wait 24 hours before trying to issue a partial refund.,Veuillez attendre 24 heures avant d'essayer de délivrer un remboursement partiel.,module,Magento_Braintree
There was an error refunding the transaction: %1.,Il y a eu une erreur de remboursement de la transaction: %1.,module,Magento_Braintree
Some transactions are already settled or voided and cannot be voided.,Certaines transactions sont déjà remboursés ou annulés et ne peut être annulée.,module,Magento_Braintree
Voided capture.,Capture annulé.,module,Magento_Braintree
There was an error voiding the transaction: %1.,Il y a eu une erreur annulant la transaction: %1.,module,Magento_Braintree
Invoice,Facture,module,Magento_Braintree
Shipment,Expédition,module,Magento_Braintree
Authorize,Autoriser,module,Magento_Braintree
Authorize and Capture,Autorisation et collecte,module,Magento_Braintree
--Please Select--,--Veuillez choisir--,module,Magento_Braintree
Invalid Customer ID provided,ID incorrect fourni par le Client,module,Magento_Braintree
some error,une erreur,module,Magento_Braintree
"a,b,c","a,b,c",module,Magento_Braintree
Something went wrong while processing.,Quelque chose n'allait pas lors du traitement.,module,Magento_Braintree
error,erreur,module,Magento_Braintree
exception,exception,module,Magento_Braintree
Payment Information,Informations de paiement,module,Magento_Braintree
Add new card,Ajouter nouvelle carte,module,Magento_Braintree
Please Select,Veuillez sélectionner,module,Magento_Braintree
Expiration Date,Date d'expiration,module,Magento_Braintree
Card Verification Number,Code de vérification de la carte,module,Magento_Braintree
Save this card for future use,Sauvegarder cette carte pour une utilisation future,module,Magento_Braintree
or,ou,module,Magento_Braintree
Please confirm that you want to delete this credit card,Veuillez confirmer que vous souhaitez supprimer cette carte de crédit,module,Magento_Braintree
Cardholder Name,Nom du titulaire,module,Magento_Braintree
Delete,Supprimer,module,Magento_Braintree
Back,Retour,module,Magento_Braintree
* Required Fields,* Champs obligatoires,module,Magento_Braintree
Credit Card,Carte bancaire,module,Magento_Braintree
CVV,CVV,module,Magento_Braintree
Card Verification Number Visual Reference,Référence visuelle numérique de vérification de la carte,module,Magento_Braintree
What is this?,Aide ?,module,Magento_Braintree
Make Default,Créer par défaut,module,Magento_Braintree
Billing Address,Adresse de facturation,module,Magento_Braintree
First Name,Prénom,module,Magento_Braintree
Last Name,Nom,module,Magento_Braintree
Company,Société,module,Magento_Braintree
Address,Adresse,module,Magento_Braintree
City,Ville,module,Magento_Braintree
State/Province,État/Région,module,Magento_Braintree
"Please select region, state or province","Veuillez choisir votre région, état ou département",module,Magento_Braintree
Zip/Postal Code,Code postal,module,Magento_Braintree
Submit,Valider,module,Magento_Braintree
Add Credit Card,Ajouter une carte bancaire,module,Magento_Braintree
Type,Type,module,Magento_Braintree
Card Number,Numéro de carte,module,Magento_Braintree
Is Default,Valeur par défaut,module,Magento_Braintree
Actions,Actions,module,Magento_Braintree
Yes,Oui,module,Magento_Braintree
No,Non,module,Magento_Braintree
Edit,Éditer,module,Magento_Braintree
Percent Discount,Remise en pourcentage,module,Magento_Bundle
-- Select --,-- Votre choix --,module,Magento_Bundle
