en,fr,type,module
Displayed Error Message,Message d'erreur affiché,module,Magento_Fedex
Ship to Applicable Countries,Livrer aux pays applicables,module,Magento_Fedex
Ship to Specific Countries,Livrer aux pays spécifiques,module,Magento_Fedex
Debug,Déboguage,module,Magento_Fedex
Show Method if Not Applicable,Afficher le mode s'il n'est pas applicable,module,Magento_Fedex
Sort Order,Ordre de tri,module,Magento_Fedex
Allow Gift Messages on Order Level,Autoriser les messages cadeau au niveau de la commande,module,Magento_GiftMessage
Allow Gift Messages for Order Items,Autoriser les messages cadeau pour chaque article,module,Magento_GiftMessage
Google AdWords,Google AdWords,module,Magento_GoogleAdwords
Enable,Activer,module,Magento_GoogleAdwords
Conversion ID,ID de conversion,module,Magento_GoogleAdwords
Conversion Language,Langue de conversion,module,Magento_GoogleAdwords
Conversion Format,Format de conversion,module,Magento_GoogleAdwords
Conversion Color,Couleur de conversion,module,Magento_GoogleAdwords
Conversion Label,Étiquette de conversion,module,Magento_GoogleAdwords
Conversion Value Type,Type de valeur de conversion,module,Magento_GoogleAdwords
Conversion Value,Valeur de conversion,module,Magento_GoogleAdwords
Google API,API Google,module,Magento_GoogleAnalytics
Google Analytics,Google Analytics,module,Magento_GoogleAnalytics
Enable,Activer,module,Magento_GoogleAnalytics
Account Number,Numéro de compte,module,Magento_GoogleAnalytics
Enable Content Experiments,Activer la fonctionnalité de test de page de contenu,module,Magento_GoogleOptimizer
Grouped Product Image,Image de produit groupé,module,Magento_GroupedProduct
ID,ID,module,Magento_ImportExport
Start Date&Time,Start Date&Time,module,Magento_ImportExport
User,User,module,Magento_ImportExport
Imported File,Imported File,module,Magento_ImportExport
Error File,Error File,module,Magento_ImportExport
Execution Time,Execution Time,module,Magento_ImportExport
Summary,Summary,module,Magento_ImportExport
Indexer,Indexe,module,Magento_Indexer
Description,Description,module,Magento_Indexer
Mode,Mode,module,Magento_Indexer
Status,Statut,module,Magento_Indexer
Updated,Mis à jour,module,Magento_Indexer
OAuth,OAuth,module,Magento_Integration
Cleanup Settings,Cleanup Settings,module,Magento_Integration
Cleanup Probability,Cleanup Probability,module,Magento_Integration
Expiration Period,Expiration Period,module,Magento_Integration
Consumer Settings,Consumer Settings,module,Magento_Integration
OAuth consumer credentials HTTP Post maxredirects,OAuth consumer credentials HTTP Post maxredirects,module,Magento_Integration
OAuth consumer credentials HTTP Post timeout,OAuth consumer credentials HTTP Post timeout,module,Magento_Integration
Integrations Configuration,Integrations Configuration,module,Magento_Integration
Integration configuration file.,Integration configuration file.,module,Magento_Integration
Integrations API Configuration,Integrations API Configuration,module,Magento_Integration
Integrations API configuration file.,Integrations API configuration file.,module,Magento_Integration
No Integrations Found,No Integrations Found,module,Magento_Integration
Status,Status,module,Magento_Integration
Layered Navigation,Navigation par filtres,module,Magento_LayeredNavigation
Display Product Count,Afficher le nombre de produits,module,Magento_LayeredNavigation
Price Navigation Step Calculation,Type de calcul des tranches de prix,module,Magento_LayeredNavigation
Default Price Navigation Step,Tranche de prix par défaut,module,Magento_LayeredNavigation
Maximum Number of Price Intervals,Nombre maxi d'intervalles de prix,module,Magento_LayeredNavigation
Maximum number of price intervals is 100,Le nombre maxi d'intervalles de prix est 100,module,Magento_LayeredNavigation
Display Price Interval as One Price,Afficher l'intervale de prix en un seul prix,module,Magento_LayeredNavigation
This setting will be applied when all prices in the specific price interval are equal.,Ce paramétrage s'appliquera lorsque tous les prix seront égaux dans l'intervalle de prix spécifique.,module,Magento_LayeredNavigation
Interval Division Limit,Limite de division d'intervalle,module,Magento_LayeredNavigation
"Please specify the number of products, that will not be divided into subintervals.",Spécifiez le nombre de produits qui ne seront pas divisés en sous-intervalles.,module,Magento_LayeredNavigation
Storage Configuration for Media,Configuration du stockage des media,module,Magento_MediaStorage
Media Storage,Stockage des medias,module,Magento_MediaStorage
Select Media Database,Sélectionner la base de données des media,module,Magento_MediaStorage
"After selecting a new media storage location, press the Synchronize button to transfer all media to that location. Media will not be available in the new location until the synchronization process is complete.","Après la sélection d'un nouvel emplacement de stockage des médias, appuyez sur le bouton ""Synchroniser"" pour transférer tous les médias à cet endroit. Les médias ne seront pas disponibles dans le nouvel emplacement jusqu'à ce que le processus de synchronisation soit terminée.",module,Magento_MediaStorage
Environment Update Time,Temps de mise à jour de l'environnement,module,Magento_MediaStorage
Minimum Advertised Price,Prix ​​minimum affiché,module,Magento_Msrp
Enable MAP,Activer le prix minimum affiché,module,Magento_Msrp
Display Actual Price,Afficher les vrais prix,module,Magento_Msrp
Default Popup Text Message,Texte du message de popup par défaut,module,Magento_Msrp
"Default ""What's This"" Text Message","Texte par défaut du message ""Qu'est ce que c'est""",module,Magento_Msrp
Multishipping Settings,Paramètres de l'expédition à plusieurs adresses,module,Magento_Multishipping
Options,Options,module,Magento_Multishipping
Allow Shipping to Multiple Addresses,Autoriser la livraison à plusieurs adresses,module,Magento_Multishipping
Maximum Qty Allowed for Shipping to Multiple Addresses,Qté maxi autorisée pour la livraison à plusieurs adresses,module,Magento_Multishipping
Review Order,Vérifier la commande,module,Magento_Multishipping
Select Shipping Method,Sélectionner le mode de livraison,module,Magento_Multishipping
We received your order!,Nous avons pris en compte votre commande !,module,Magento_Multishipping
New Relic Reporting,Rapports New Relic,module,Magento_NewRelicReporting
General,Général,module,Magento_NewRelicReporting
Enable New Relic Integration,Activer l'intégration de New Relic,module,Magento_NewRelicReporting
New Relic API URL,URL de l'API de New Relic,module,Magento_NewRelicReporting
Insights API URL,URL de l'API Insights,module,Magento_NewRelicReporting
Use %s to replace the account ID in the URL,"Utilisez ""%s"" pour remplacer l'identifiant de compte dans l'URL",module,Magento_NewRelicReporting
New Relic Account ID,Identifiant du compte New Relic,module,Magento_NewRelicReporting
"""Need a New Relic account? <a href=""http://www.newrelic.com/magento"" target=""_blank"">Click here to get one","Besoin d'un compte New Relic ? <a href=""http://www.newrelic.com/magento"" target=""_blank"">Cliquez ici pour en obtenir un</a>.",module,Magento_NewRelicReporting
New Relic Application ID,Identificant de l'application New Relic,module,Magento_NewRelicReporting
"This can commonly be found at the end of the URL when viewing the APM after ""/applications/""","Vous trouverez généralement cette information à la fin de l'URL lorsque vous visualisez l'APM, après ""/applications/""",module,Magento_NewRelicReporting
New Relic API Key,Clé d'API de New Relic,module,Magento_NewRelicReporting
This is located by navigating to Events -> Deployments from the New Relic APM website,"Vous trouverez cette information en vous rendant dans ""Events"" > ""Deployments from the New Relic APM website""",module,Magento_NewRelicReporting
Insights API Key,Clé d'API de Insights,module,Magento_NewRelicReporting
Generated under Insights in Manage data -> API Keys -> Insert Keys,"Générée dans Insights sous ""Manage data"" > ""API Keys"" > Insert Keys",module,Magento_NewRelicReporting
New Relic Application Name,Nom de l'application New Relic,module,Magento_NewRelicReporting
This is located by navigating to Settings from the New Relic APM website,"Vous trouvez cette information en vous rendant dans les paramètres de ""New Relic APM website""",module,Magento_NewRelicReporting
Cron,Tâche périodique,module,Magento_NewRelicReporting
Enable Cron,Activer la tâche périodique,module,Magento_NewRelicReporting
Subscription Options,Subscription Options,module,Magento_Newsletter
Allow Guest Subscription,Allow Guest Subscription,module,Magento_Newsletter
Need to Confirm,Need to Confirm,module,Magento_Newsletter
Confirmation Email Sender,Confirmation Email Sender,module,Magento_Newsletter
Confirmation Email Template,Confirmation Email Template,module,Magento_Newsletter
"Email template chosen based on theme fallback when ""Default"" option is selected.","Email template chosen based on theme fallback when ""Default"" option is selected.",module,Magento_Newsletter
Success Email Sender,Success Email Sender,module,Magento_Newsletter
Success Email Template,Success Email Template,module,Magento_Newsletter
Unsubscription Email Sender,Unsubscription Email Sender,module,Magento_Newsletter
Unsubscription Email Template,Unsubscription Email Template,module,Magento_Newsletter
We found no problems.,We found no problems.,module,Magento_Newsletter
Subscriber,Subscriber,module,Magento_Newsletter
Queue Start Date,Queue Start Date,module,Magento_Newsletter
Queue Subject,Queue Subject,module,Magento_Newsletter
Error Code,Error Code,module,Magento_Newsletter
Error Text,Error Text,module,Magento_Newsletter
Queue Start,Queue Start,module,Magento_Newsletter
Queue End,Queue End,module,Magento_Newsletter
Status,Status,module,Magento_Newsletter
Processed,Processed,module,Magento_Newsletter
Recipients,Recipients,module,Magento_Newsletter
Unsubscribe,Unsubscribe,module,Magento_Newsletter
Delete,Delete,module,Magento_Newsletter
CSV,CSV,module,Magento_Newsletter
Excel XML,Excel XML,module,Magento_Newsletter
Email,Email,module,Magento_Newsletter
Type,Type,module,Magento_Newsletter
Guest,Guest,module,Magento_Newsletter
Customer,Customer,module,Magento_Newsletter
Customer First Name,Customer First Name,module,Magento_Newsletter
Customer Last Name,Customer Last Name,module,Magento_Newsletter
Not Activated,Not Activated,module,Magento_Newsletter
Subscribed,Subscribed,module,Magento_Newsletter
Unsubscribed,Unsubscribed,module,Magento_Newsletter
Unconfirmed,Unconfirmed,module,Magento_Newsletter
Web Site,Web Site,module,Magento_Newsletter
Store,Store,module,Magento_Newsletter
Store View,Store View,module,Magento_Newsletter
Newsletter Subscriptions,Newsletter Subscriptions,module,Magento_Newsletter
Check / Money Order,Chèque / Liquide,module,Magento_OfflinePayments
Enabled,Activé,module,Magento_OfflinePayments
New Order Status,Statut d'une nouvelle commande,module,Magento_OfflinePayments
Sort Order,Ordre de tri,module,Magento_OfflinePayments
Title,Titre,module,Magento_OfflinePayments
Payment from Applicable Countries,Mode de paiement autorisé pour,module,Magento_OfflinePayments
Payment from Specific Countries,Mode de paiement autorisé pour les pays spécifiques,module,Magento_OfflinePayments
Make Check Payable to,Libeller le chèque à l'ordre de,module,Magento_OfflinePayments
Minimum Order Total,Montant mini de commande,module,Magento_OfflinePayments
Maximum Order Total,Montant maxi de commande,module,Magento_OfflinePayments
Purchase Order,Bon de commande,module,Magento_OfflinePayments
Bank Transfer Payment,Paiement par virement bancaire,module,Magento_OfflinePayments
Instructions,Instructions,module,Magento_OfflinePayments
Cash On Delivery Payment,Paiement en espèces à la livraison,module,Magento_OfflinePayments
Zero Subtotal Checkout,Règlement d'un sous-total nul,module,Magento_OfflinePayments
Automatically Invoice All Items,Facturer automatiquement tous les articles,module,Magento_OfflinePayments
Flat Rate,Tarif unique,module,Magento_OfflineShipping
Enabled,Activé,module,Magento_OfflineShipping
Method Name,Nom de méthode,module,Magento_OfflineShipping
Price,Prix,module,Magento_OfflineShipping
Calculate Handling Fee,Calculer les frais de dossier,module,Magento_OfflineShipping
Handling Fee,Frais de traitement,module,Magento_OfflineShipping
Sort Order,Ordre de tri,module,Magento_OfflineShipping
Title,Titre,module,Magento_OfflineShipping
Type,Type,module,Magento_OfflineShipping
Ship to Applicable Countries,Livrer aux pays applicables,module,Magento_OfflineShipping
Ship to Specific Countries,Livrer aux pays spécifiques,module,Magento_OfflineShipping
Show Method if Not Applicable,Afficher le mode s'il n'est pas applicable,module,Magento_OfflineShipping
Displayed Error Message,Message d'erreur affiché,module,Magento_OfflineShipping
Table Rates,Tarification,module,Magento_OfflineShipping
Condition,Condition,module,Magento_OfflineShipping
Include Virtual Products in Price Calculation,Inclure les produits virtuels dans le calcul de prix,module,Magento_OfflineShipping
Export,Exporter,module,Magento_OfflineShipping
Import,Importer,module,Magento_OfflineShipping
Minimum Order Amount,Montant de commande minimum,module,Magento_OfflineShipping
Full Page Cache,Cache des pages,module,Magento_PageCache
Caching Application,Application de cache,module,Magento_PageCache
Varnish Configuration,Configuration de Varnish,module,Magento_PageCache
Access list,Liste d'accès,module,Magento_PageCache
"IPs access list separated with ',' that can purge Varnish configuration for config file generation.
                            If field is empty default value localhost will be saved.","Liste des adresses IPs, séparées par ',', qui sont autorisées à purger le cache Varnish. Cette liste est utilisée pour la génération du fichier de configuration. Si ce champ est vide la valeur par défaut ""localhost"" sera utilisée.",module,Magento_PageCache
Backend host,Hôte du backend,module,Magento_PageCache
Specify backend host for config file generation. If field is empty default value localhost will be saved.,"Spécifiez l'hôte du backend pour la génération du fichier de configuration. Si ce champ est vide la valeur par défaut ""localhost"" sera utilisée.",module,Magento_PageCache
Backend port,Port du backend,module,Magento_PageCache
Specify backend port for config file generation. If field is empty default value 8080 will be saved.,"Spécifiez le port du backend pour la génération du fichier de configuration. Si ce champ est vide la valeur par défaut ""8080"" sera utilisée.",module,Magento_PageCache
TTL for public content,TTL pour les contenus publiques,module,Magento_PageCache
Public content cache lifetime in seconds. If field is empty default value 86400 will be saved. ,"Durée de vie du cache en secondes des contenus publiques. Si ce champ est vide la valeur par défaut ""86400"" sera utilisée. ",module,Magento_PageCache
Page Cache,Cache de page,module,Magento_PageCache
Full page caching.,Cache des pages.,module,Magento_PageCache
Payment Methods,Modes de paiement,module,Magento_Payment
Merchant Location,Merchant Location,module,Magento_Paypal
Merchant Country,Merchant Country,module,Magento_Paypal
"If not specified, Default Country from General Config will be used","If not specified, Default Country from General Config will be used",module,Magento_Paypal
"
                    PayPal All-in-One Payment Solutions&nbsp;&nbsp;<i>Accept and process credit cards and PayPal payments.</i>
                ","
                    PayPal All-in-One Payment Solutions&nbsp;&nbsp;<i>Accept and process credit cards and PayPal payments.</i>
                ",module,Magento_Paypal
Choose a secure bundled payment solution for your business.,Choose a secure bundled payment solution for your business.,module,Magento_Paypal
Payments Pro and Express Checkout,Payments Pro and Express Checkout,module,Magento_Paypal
Basic Settings - PayPal Payments Pro,Basic Settings - PayPal Payments Pro,module,Magento_Paypal
PayPal Payment Gateways,PayPal Payment Gateways,module,Magento_Paypal
Process payments using your own internet merchant account.,Process payments using your own internet merchant account.,module,Magento_Paypal
PayPal Express Checkout,PayPal Express Checkout,module,Magento_Paypal
Add another payment method to your existing solution or as a stand-alone option.,Add another payment method to your existing solution or as a stand-alone option.,module,Magento_Paypal
1,1,module,Magento_Paypal
Accept payments with a completely customizable checkout page.,Accept payments with a completely customizable checkout page.,module,Magento_Paypal
PayPal Payment Solutions,PayPal Payment Solutions,module,Magento_Paypal
Express Checkout,Express Checkout,module,Magento_Paypal
Add PayPal as an additional payment method to your checkout page.,Add PayPal as an additional payment method to your checkout page.,module,Magento_Paypal
Required PayPal Settings,Required PayPal Settings,module,Magento_Paypal
Email Associated with PayPal Merchant Account,Email Associated with PayPal Merchant Account,module,Magento_Paypal
"
                        <a href=""http://www.magentocommerce.com/paypal"">Start accepting payments via PayPal!</a>
                    ","
                        <a href=""http://www.magentocommerce.com/paypal"">Start accepting payments via PayPal!</a>
                    ",module,Magento_Paypal
Don't have a PayPal account? Simply enter your email address.,Don't have a PayPal account? Simply enter your email address.,module,Magento_Paypal
API Authentication Methods,API Authentication Methods,module,Magento_Paypal
API Username,API Username,module,Magento_Paypal
API Password,API Password,module,Magento_Paypal
Get Credentials from PayPal,Get Credentials from PayPal,module,Magento_Paypal
Sandbox Credentials,Sandbox Credentials,module,Magento_Paypal
Sandbox Mode,Sandbox Mode,module,Magento_Paypal
API Uses Proxy,API Uses Proxy,module,Magento_Paypal
Proxy Host,Proxy Host,module,Magento_Paypal
Proxy Port,Proxy Port,module,Magento_Paypal
Enable this Solution,Enable this Solution,module,Magento_Paypal
Enable PayPal Credit,Enable PayPal Credit,module,Magento_Paypal
"PayPal Express Checkout lets you give customers access to financing through PayPal Credit&#174; - at no additional cost to you.
                        You get paid up front, even though customers have more time to pay. A pre-integrated payment button lets customers pay quickly with PayPal Credit&#174;.
                        <a href=""https:/www.paypal.com/webapps/mpp/promotional-financing"" target=""_blank"">Learn More</a>
                ","PayPal Express Checkout lets you give customers access to financing through PayPal Credit&#174; - at no additional cost to you.
                        You get paid up front, even though customers have more time to pay. A pre-integrated payment button lets customers pay quickly with PayPal Credit&#174;.
                        <a href=""https:/www.paypal.com/webapps/mpp/promotional-financing"" target=""_blank"">Learn More</a>
                ",module,Magento_Paypal
Advertise PayPal Credit,Advertise PayPal Credit,module,Magento_Paypal
"
                    <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                        <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                        from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                        Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                        The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                        or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                ","
                    <a href=""https:/financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                        <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                        from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                        Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                        The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                        or more. <a href=""https:/financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                ",module,Magento_Paypal
Publisher ID,Publisher ID,module,Magento_Paypal
Required to display a banner,Required to display a banner,module,Magento_Paypal
Get Publisher ID from PayPal,Get Publisher ID from PayPal,module,Magento_Paypal
Home Page,Home Page,module,Magento_Paypal
Display,Display,module,Magento_Paypal
Position,Position,module,Magento_Paypal
Size,Size,module,Magento_Paypal
Catalog Category Page,Catalog Category Page,module,Magento_Paypal
Catalog Product Page,Catalog Product Page,module,Magento_Paypal
Checkout Cart Page,Checkout Cart Page,module,Magento_Paypal
Basic Settings - PayPal Express Checkout,Basic Settings - PayPal Express Checkout,module,Magento_Paypal
Title,Title,module,Magento_Paypal
"It is recommended to set this value to ""Magento_Paypal"" per store views.","It is recommended to set this value to ""Magento_Paypal"" per store views.",module,Magento_Paypal
Sort Order,Sort Order,module,Magento_Paypal
Payment Action,Payment Action,module,Magento_Paypal
Display on Product Details Page,Display on Product Details Page,module,Magento_Paypal
Authorization Honor Period (days),Authorization Honor Period (days),module,Magento_Paypal
Specifies what the Authorization Honor Period is on the merchant’s PayPal account. It must mirror the setting in PayPal.,Specifies what the Authorization Honor Period is on the merchant’s PayPal account. It must mirror the setting in PayPal.,module,Magento_Paypal
Order Valid Period (days),Order Valid Period (days),module,Magento_Paypal
Specifies what the Order Valid Period is on the merchant’s PayPal account. It must mirror the setting in PayPal.,Specifies what the Order Valid Period is on the merchant’s PayPal account. It must mirror the setting in PayPal.,module,Magento_Paypal
Number of Child Authorizations,Number of Child Authorizations,module,Magento_Paypal
The default number of child authorizations in your PayPal account is 1. To do multiple authorizations please contact PayPal to request an increase.,The default number of child authorizations in your PayPal account is 1. To do multiple authorizations please contact PayPal to request an increase.,module,Magento_Paypal
Advanced Settings,Advanced Settings,module,Magento_Paypal
Display on Shopping Cart,Display on Shopping Cart,module,Magento_Paypal
Also affects mini-shopping cart.,Also affects mini-shopping cart.,module,Magento_Paypal
Payment Applicable From,Payment Applicable From,module,Magento_Paypal
Countries Payment Applicable From,Countries Payment Applicable From,module,Magento_Paypal
Debug Mode,Debug Mode,module,Magento_Paypal
Enable SSL verification,Enable SSL verification,module,Magento_Paypal
Transfer Cart Line Items,Transfer Cart Line Items,module,Magento_Paypal
Transfer Shipping Options,Transfer Shipping Options,module,Magento_Paypal
"If this option is enabled, customer can change shipping address and shipping method on PayPal website. In live mode works via HTTPS protocol only.","If this option is enabled, customer can change shipping address and shipping method on PayPal website. In live mode works via HTTPS protocol only.",module,Magento_Paypal
Notice that PayPal can handle up to 10 shipping options. That is why Magento will transfer only first 10 cheapest shipping options if there are more than 10 available.,Notice that PayPal can handle up to 10 shipping options. That is why Magento will transfer only first 10 cheapest shipping options if there are more than 10 available.,module,Magento_Paypal
Shortcut Buttons Flavor,Shortcut Buttons Flavor,module,Magento_Paypal
Enable PayPal Guest Checkout,Enable PayPal Guest Checkout,module,Magento_Paypal
Ability for buyer to purchase without PayPal account.,Ability for buyer to purchase without PayPal account.,module,Magento_Paypal
Require Customer's Billing Address,Require Customer's Billing Address,module,Magento_Paypal
This feature needs be enabled first for the merchant account through PayPal technical support.,This feature needs be enabled first for the merchant account through PayPal technical support.,module,Magento_Paypal
Billing Agreement Signup,Billing Agreement Signup,module,Magento_Paypal
"Whether to create a billing agreement, if there are no active billing agreements available.","Whether to create a billing agreement, if there are no active billing agreements available.",module,Magento_Paypal
"
                        Merchants need to apply to PayPal for enabling billing agreements feature. Do not enable this option until PayPal confirms that billing agreements are enabled for your merchant account.
                    ","
                        Merchants need to apply to PayPal for enabling billing agreements feature. Do not enable this option until PayPal confirms that billing agreements are enabled for your merchant account.
                    ",module,Magento_Paypal
Skip Order Review Step,Skip Order Review Step,module,Magento_Paypal
PayPal Billing Agreement Settings,PayPal Billing Agreement Settings,module,Magento_Paypal
Enabled,Enabled,module,Magento_Paypal
"
                            Will appear as a payment option only for customers who have at least one active billing agreement.
                        ","
                            Will appear as a payment option only for customers who have at least one active billing agreement.
                        ",module,Magento_Paypal
Allow in Billing Agreement Wizard,Allow in Billing Agreement Wizard,module,Magento_Paypal
Settlement Report Settings,Settlement Report Settings,module,Magento_Paypal
SFTP Credentials,SFTP Credentials,module,Magento_Paypal
Login,Login,module,Magento_Paypal
Password,Password,module,Magento_Paypal
Custom Endpoint Hostname or IP-Address,Custom Endpoint Hostname or IP-Address,module,Magento_Paypal
"By default it is ""reports.paypal.com"".","By default it is ""reports.paypal.com"".",module,Magento_Paypal
"Use colon to specify port. For example: ""test.example.com:5224"".","Use colon to specify port. For example: ""test.example.com:5224"".",module,Magento_Paypal
Custom Path,Custom Path,module,Magento_Paypal
Scheduled Fetching,Scheduled Fetching,module,Magento_Paypal
Enable Automatic Fetching,Enable Automatic Fetching,module,Magento_Paypal
Schedule,Schedule,module,Magento_Paypal
PayPal retains reports for 45 days.,PayPal retains reports for 45 days.,module,Magento_Paypal
Time of Day,Time of Day,module,Magento_Paypal
Frontend Experience Settings,Frontend Experience Settings,module,Magento_Paypal
PayPal Product Logo,PayPal Product Logo,module,Magento_Paypal
Displays on catalog pages and homepage.,Displays on catalog pages and homepage.,module,Magento_Paypal
PayPal Merchant Pages Style,PayPal Merchant Pages Style,module,Magento_Paypal
Page Style,Page Style,module,Magento_Paypal
"
                            Allowable values: ""paypal"", ""primary"" (default), your_custom_value (a custom payment page style from your merchant account profile).
                        ","
                            Allowable values: ""paypal"", ""primary"" (default), your_custom_value (a custom payment page style from your merchant account profile).
                        ",module,Magento_Paypal
Header Image URL,Header Image URL,module,Magento_Paypal
"
                            The image at the top left of the checkout page. Max size is 750x90-pixel. <strong style=""color:red"">https</strong> is highly encouraged.
                        ","
                            The image at the top left of the checkout page. Max size is 750x90-pixel. <strong style=""color:red"">https</strong> is highly encouraged.
                        ",module,Magento_Paypal
Header Background Color,Header Background Color,module,Magento_Paypal
"
                            The background color for the header of the checkout page. Case-insensitive six-character HTML hexadecimal color code in ASCII.
                        ","
                            The background color for the header of the checkout page. Case-insensitive six-character HTML hexadecimal color code in ASCII.
                        ",module,Magento_Paypal
Header Border Color,Header Border Color,module,Magento_Paypal
2-pixel perimeter around the header space.,2-pixel perimeter around the header space.,module,Magento_Paypal
Page Background Color,Page Background Color,module,Magento_Paypal
"
                            The background color for the checkout page around the header and payment form.
                        ","
                            The background color for the checkout page around the header and payment form.
                        ",module,Magento_Paypal
Payments Advanced (Includes Express Checkout),Payments Advanced (Includes Express Checkout),module,Magento_Paypal
Accept payments with a PCI-compliant checkout that keeps customers on your site.,Accept payments with a PCI-compliant checkout that keeps customers on your site.,module,Magento_Paypal
Payments Advanced and Express Checkout,Payments Advanced and Express Checkout,module,Magento_Paypal
Partner,Partner,module,Magento_Paypal
Vendor,Vendor,module,Magento_Paypal
User,User,module,Magento_Paypal
PayPal recommends that you set up an additional User on your account at manager.paypal.com,PayPal recommends that you set up an additional User on your account at manager.paypal.com,module,Magento_Paypal
"PayPal recommends you set up an additional User on your account at manager.paypal.com, instead of entering your admin username and password here. This will enhance your security and prevent service interruptions if you later change your password. If you do not want to set up an additional User, you can re-enter your Merchant Login here.","PayPal recommends you set up an additional User on your account at manager.paypal.com, instead of entering your admin username and password here. This will enhance your security and prevent service interruptions if you later change your password. If you do not want to set up an additional User, you can re-enter your Merchant Login here.",module,Magento_Paypal
Test Mode,Test Mode,module,Magento_Paypal
Use Proxy,Use Proxy,module,Magento_Paypal
"
                    <a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                                            <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                                            from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                                            Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                                            The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                                            or more. <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                ","
                    <a href=""https://financing.paypal.com/ppfinportal/content/whyUseFinancing"" target=""_blank"">Why Advertise Financing?</a><br/>
                                            <strong>Give your sales a boost when you advertise financing.</strong><br/>PayPal helps turn browsers into buyers with financing
                                            from PayPal Credit&#174;. Your customers have more time to pay, while you get paid up front – at no additional cost to you.
                                            Use PayPal’s free banner ads that let you advertise PayPal Credit&#174; financing as a payment option when your customers check out with PayPal.
                                            The PayPal Advertising Program has been shown to generate additional purchases as well as increase consumer's average purchase sizes by 15%
                                            or more. <a href=""https://financing.paypal.com/ppfinportal/content/forrester"" target=""_blank"">See Details</a>.
                ",module,Magento_Paypal
Basic Settings - PayPal Payments Advanced,Basic Settings - PayPal Payments Advanced,module,Magento_Paypal
"It is recommended to set this value to ""Debit or Credit Card"" per store views.","It is recommended to set this value to ""Debit or Credit Card"" per store views.",module,Magento_Paypal
CVV Entry is Editable,CVV Entry is Editable,module,Magento_Paypal
Require CVV Entry,Require CVV Entry,module,Magento_Paypal
Send Email Confirmation,Send Email Confirmation,module,Magento_Paypal
URL method for Cancel URL and Return URL,URL method for Cancel URL and Return URL,module,Magento_Paypal
Payflow Link (Includes Express Checkout),Payflow Link (Includes Express Checkout),module,Magento_Paypal
Connect your merchant account with a PCI-compliant gateway that lets customers pay without leaving your site.,Connect your merchant account with a PCI-compliant gateway that lets customers pay without leaving your site.,module,Magento_Paypal
Payflow Link and Express Checkout,Payflow Link and Express Checkout,module,Magento_Paypal
Email Associated with PayPal Merchant Account (Optional),Email Associated with PayPal Merchant Account (Optional),module,Magento_Paypal
"If you do not have multiple users set up on your account, please re-enter your Vendor/Merchant Login here.","If you do not have multiple users set up on your account, please re-enter your Vendor/Merchant Login here.",module,Magento_Paypal
Enable Payflow Link,Enable Payflow Link,module,Magento_Paypal
Enable Express Checkout,Enable Express Checkout,module,Magento_Paypal
Basic Settings - PayPal Payflow Link,Basic Settings - PayPal Payflow Link,module,Magento_Paypal
Website Payments Pro Hosted Solution,Website Payments Pro Hosted Solution,module,Magento_Paypal
Accept payments with a PCI compliant checkout that keeps customers on your site.,Accept payments with a PCI compliant checkout that keeps customers on your site.,module,Magento_Paypal
Payments Pro Hosted Solution,Payments Pro Hosted Solution,module,Magento_Paypal
